type,title,director,cast,release_year,rating,listed_in
0,247,3289,4508,2006,2,220
0,7196,1066,1362,2007,3,428
0,4585,1266,1528,2008,3,436
1,6400,1066,2092,2019,1,414
0,4878,686,3962,2019,3,8
0,6880,422,4925,2012,3,369
0,4007,1846,1362,2019,1,305
0,2498,3683,4917,2017,3,308
0,767,3341,2509,2016,1,128
1,5485,1066,4988,2021,1,128
0,3507,2620,5557,2009,3,220
0,4273,46,1849,2015,0,220
0,3906,2470,1362,2014,1,439
0,7114,3918,5220,2013,3,314
0,2261,2644,5004,2007,0,86
0,5664,3999,609,2021,3,369
0,5857,303,4688,2021,3,334
0,6993,1833,2565,2006,3,226
0,290,3919,1362,2013,3,275
1,3986,1066,4937,2010,2,305
0,4444,106,3037,2011,3,86
0,6048,3760,5626,2019,0,400
0,2652,1066,1362,2011,3,428
0,5094,2931,498,2021,3,445
1,4250,1066,217,2017,2,220
0,3607,3184,3099,2018,3,400
0,2845,2346,5213,2010,0,337
0,4673,1802,870,2019,3,220
0,76,1066,3264,2019,1,386
0,1456,2754,1362,2020,1,414
0,1418,620,1878,2019,1,414
1,6479,1066,4500,2014,2,314
0,2026,1522,82,2020,0,226
0,6199,1066,1362,2017,1,414
0,5853,3921,4810,2015,3,314
0,4386,2470,1362,2012,1,439
1,6930,1066,2682,2017,1,128
0,1549,3930,575,2012,2,377
0,5630,1826,5385,2020,3,174
0,4279,3639,319,2014,3,447
1,4159,1066,5633,2019,2,305
0,6959,1318,261,2011,3,369
0,1521,1586,1101,2018,3,191
0,4471,3480,1338,2018,3,326
0,2328,2007,3162,2021,3,399
1,4639,1066,1362,2017,1,128
1,1221,1066,1672,2010,1,414
0,5323,1907,66,2008,3,305
0,5788,2720,5405,2019,3,80
0,194,2637,4325,2021,3,369
0,3689,1358,4617,2007,1,343
0,6096,842,3106,2021,3,369
1,5435,1066,1362,2020,2,343
0,7160,2398,3290,2019,1,337
0,6833,1323,630,2017,3,447
1,7134,1066,5206,2014,2,449
0,1431,0,0,2021,3,0
0,4351,1188,1283,2020,3,270
1,4584,1066,1362,2017,1,131
0,2812,2686,3619,2021,3,396
0,2486,2839,1362,2019,1,414
0,4946,2639,3567,2016,3,244
0,622,765,2369,2019,3,314
1,2060,1066,1362,2019,1,128
1,2078,1066,686,2019,0,226
0,2236,1718,1362,2020,1,376
0,2175,3899,837,2020,3,432
0,2053,1234,1265,2021,3,61
0,512,2470,412,2016,1,389
1,2734,1066,2174,2020,0,351
0,7180,2470,412,2016,1,389
0,2390,2825,1800,2021,3,220
1,7084,1066,1362,2019,1,305
1,4345,1066,1362,2020,1,119
0,2344,3925,1109,2021,3,357
0,1694,2619,5567,2020,3,391
0,7098,2061,1362,2021,3,0
0,3240,3093,279,2020,3,436
0,6640,3957,5260,2012,3,191
0,6739,3328,5265,2012,3,391
0,6801,103,4032,2020,0,231
0,6443,618,1512,2015,2,0
0,5536,2402,5263,2011,0,0
0,4337,2624,1531,2020,3,275
1,3928,1066,1141,2019,3,220
0,174,1066,1457,2020,1,439
0,4571,2728,4077,2009,3,191
0,1772,3885,4895,2007,0,0
0,568,2254,3017,2016,3,314
1,1763,1066,3910,2016,3,449
0,1042,1933,5329,2018,0,369
0,2088,3295,2088,2013,3,0
1,5209,1066,1020,2021,3,436
0,1381,2963,949,2018,3,275
0,289,1373,2469,2019,3,364
0,1005,3370,5056,2020,0,314
0,7026,625,3934,2019,1,128
0,2409,2406,2284,2016,3,314
0,4848,3181,5490,2018,3,86
1,6080,1066,1532,2020,0,405
0,26,1844,2061,2017,3,61
0,6584,4098,282,2018,3,54
0,3016,3103,5461,2012,3,430
0,4517,1046,2447,2012,3,364
0,2917,1724,2067,2013,3,191
0,88,1066,3264,2016,1,386
1,881,1066,4705,2020,3,220
0,3891,896,3555,2021,3,191
1,2095,1066,1413,2020,3,358
0,1982,3757,1527,2014,3,191
0,1553,1724,1119,2013,3,191
0,4552,1486,5145,2019,3,220
1,1670,1066,369,2012,2,305
0,6733,408,5223,2020,3,39
1,6841,1066,1888,2021,3,357
0,5935,2614,4344,2011,2,86
0,354,2222,5025,2013,3,32
0,5476,2414,4970,2010,3,191
0,4190,3766,1826,2019,3,391
0,5548,1755,3146,2008,3,369
0,2345,1066,5,2018,1,128
0,6450,2499,2137,2020,2,49
1,6431,1066,1362,2020,3,275
0,367,1066,1362,2011,3,428
0,3875,2885,5640,2021,3,363
0,3622,1738,676,2021,3,220
0,2959,3427,4922,2015,3,430
0,2878,3832,778,2006,0,391
0,418,2115,123,2016,3,339
1,5428,1066,1300,2013,2,314
0,1958,844,2107,2016,3,439
0,5569,590,1362,2019,1,121
0,6634,1527,4690,2019,3,357
0,2360,3907,1362,2012,1,275
0,6613,1333,2504,2013,3,414
0,5082,793,2610,2014,3,314
0,3530,1268,2379,2013,2,308
1,4334,1066,5629,2018,3,449
0,3705,3331,5292,2021,3,30
1,4452,1066,1362,2011,1,414
0,5009,2638,1003,2006,0,400
0,6926,944,2149,2021,3,303
0,6258,1013,361,2021,3,400
1,6559,1066,1362,2015,3,280
0,2851,2701,1362,2009,3,275
0,4743,2825,556,2018,3,181
0,425,1916,2187,2014,0,0
0,1931,3855,2714,2019,3,314
1,1971,1066,1587,2016,3,305
0,182,3537,2629,2017,2,61
0,1617,355,1138,2021,1,128
0,168,3086,4679,2020,3,369
0,2792,1126,3306,2014,3,37
0,6293,2166,2099,2021,3,314
0,2613,2063,3383,2010,2,314
0,4394,1780,5021,2021,3,314
1,975,1066,666,2012,2,284
0,95,1066,3264,2018,1,386
0,1367,1161,1362,2019,3,305
0,3520,4223,5093,2019,3,369
0,4380,3487,3288,2021,3,314
0,1277,4231,5121,2020,0,220
0,659,2470,1362,2012,1,439
1,2739,1066,1643,2020,3,46
1,111,1066,1362,2019,3,449
1,1465,1066,2372,2008,1,91
1,1241,1066,1362,2014,3,281
0,918,3044,3643,2020,3,275
0,5814,3264,4352,2021,3,220
0,6854,421,1493,2014,3,220
0,2705,434,4341,2016,2,128
0,1437,0,0,2021,1,0
1,6233,1066,2038,2016,3,61
0,4908,3752,2164,2015,3,308
0,3498,2954,3390,2010,3,314
0,4880,3320,1496,2009,0,452
0,6818,3021,5554,2019,3,430
0,2538,3952,974,2021,3,349
0,1627,3441,3995,2019,3,314
1,4359,1066,3786,2019,3,449
0,1606,992,396,2016,3,220
0,5404,2390,2675,2016,3,314
0,4196,1066,1362,2011,3,428
0,4417,1447,4523,2021,3,334
0,6918,3665,128,2019,3,54
0,1857,1424,5148,2010,2,273
1,442,1066,4229,2021,3,61
0,2120,711,1621,2009,3,67
0,879,391,1254,2016,2,315
1,119,1066,1362,2019,3,449
0,3438,2772,3190,2021,3,314
1,2995,1066,4979,2012,1,305
0,4111,2446,3893,2021,3,36
0,4014,360,1362,2019,1,128
1,5606,1066,1362,2018,2,449
0,7055,2120,175,2021,3,80
0,3573,2470,1471,2014,1,439
1,3351,1066,3510,2018,3,449
0,1623,4241,1139,2021,1,128
1,1907,1066,2167,2021,3,314
1,817,1066,3781,2020,3,54
0,1012,2057,3894,2007,2,314
0,6569,3171,2723,2015,3,86
0,4387,2470,1362,2017,1,439
1,6842,1066,2530,2020,3,369
0,5146,2470,412,2016,1,389
1,2977,1066,1904,2011,3,412
0,3415,5,4137,2018,1,428
0,6040,2992,3088,2016,3,275
0,160,376,3752,2020,3,430
0,4714,2748,4678,2020,3,357
0,6126,1586,880,2016,2,320
0,5790,1548,4559,2018,3,436
1,5010,1066,3472,2012,3,449
0,7010,1722,2584,2012,3,159
0,4829,278,4277,2017,3,30
0,3545,620,1362,2020,1,414
0,3103,3327,5271,2005,0,86
0,4115,197,277,2007,2,305
0,6363,1570,2902,2016,3,308
1,5007,1066,1848,2017,3,147
1,7029,1066,5534,2021,3,308
1,4088,1066,1362,2015,1,414
0,4923,1066,1362,2017,1,414
0,967,385,5443,2019,3,340
0,5522,596,1362,2021,3,80
1,2131,1066,573,2021,0,61
0,4804,344,3686,2021,3,220
0,3685,4084,3767,2017,3,337
1,3871,1066,2053,2016,3,305
0,6128,3554,901,2017,0,314
0,1748,2818,2833,2010,0,220
0,5688,4098,137,2008,3,69
0,899,1808,726,2011,0,1
0,2802,1499,1362,2021,3,391
0,7223,2286,4708,2019,3,244
0,5005,1066,4463,2013,1,181
0,601,1793,1362,2017,3,305
0,1902,2728,1464,2007,3,191
0,138,1191,816,2021,3,346
0,4280,4247,5073,2020,3,447
1,4402,1066,1715,2006,1,220
1,6708,1066,4332,2018,3,4
0,166,1487,2396,2021,3,220
1,2668,1066,3539,2020,2,278
0,6251,1066,1362,2007,3,428
1,6041,1066,1362,2018,3,306
0,5400,2473,1362,2012,1,439
0,6779,3869,1472,2017,3,439
1,3399,1066,4838,2019,3,226
0,2150,1066,1362,2011,3,428
0,4121,360,1362,2019,1,414
0,4683,1485,1801,2014,3,73
1,6109,1066,4884,2016,1,414
0,2720,3647,4258,2018,3,229
0,1599,1929,1362,2012,3,305
0,4768,11,1492,2018,3,314
0,357,3784,5052,2020,3,49
0,3814,2326,5446,2021,3,314
0,3367,1401,1837,2019,3,343
0,2349,2160,2811,2021,3,80
1,6473,1066,432,2021,3,220
0,2367,3421,4540,2006,3,80
0,2958,4024,907,2021,3,334
0,79,1066,3264,2016,1,386
0,6931,2470,1362,2017,1,275
0,331,995,3406,2016,3,305
0,3233,3499,2941,2017,3,49
0,5616,1509,4101,2020,3,255
0,260,2470,1362,2012,1,439
0,267,191,4327,2016,3,86
0,4781,1933,3519,2011,0,400
1,2914,1066,2066,2020,3,220
0,7145,3190,4933,2021,3,330
0,1199,3551,803,2021,3,182
0,6413,1410,4710,2014,3,369
0,4788,2968,544,2021,3,400
0,1235,1084,1362,2016,1,128
0,5378,1601,966,2021,3,314
1,6892,1066,1822,2018,2,284
0,40,2470,412,2020,1,375
0,2487,2839,1362,2020,1,128
0,3649,35,28,2018,3,251
0,4125,1396,444,2008,2,49
0,615,2989,576,2016,3,10
1,3382,1066,4639,2021,3,272
0,352,3208,253,2019,3,447
0,1843,1066,1362,2011,3,428
0,5412,3856,927,2016,3,141
0,6572,4050,3707,2020,3,314
0,589,228,2773,2020,3,80
0,6486,389,3035,2021,3,220
0,688,168,5618,2021,3,360
0,5013,3535,4737,2020,3,235
0,2169,4127,5498,2019,3,54
1,776,1066,1362,2015,1,128
1,6012,1066,2711,2017,3,449
1,4771,1066,5034,2020,3,226
0,2693,3717,2971,2016,3,391
0,2820,3804,1362,2017,1,414
0,5826,3655,4128,2015,0,447
0,6484,1063,186,2021,3,359
0,6471,1758,1362,2018,0,391
0,5035,3767,3915,2017,3,399
0,6267,1196,1362,2013,3,305
0,3316,3124,2920,2020,3,182
0,4287,1725,784,2015,3,314
0,1867,61,5151,2018,3,400
0,972,1646,418,2018,0,61
0,6859,2495,1310,2013,3,275
0,6215,410,1362,2007,1,343
0,3574,1961,1538,2007,0,86
0,167,2470,1362,2012,1,439
0,259,2470,1362,2019,1,305
1,1580,1066,3087,2015,3,314
0,6925,1232,1590,2017,0,369
0,507,776,243,2005,3,191
0,4831,2893,3750,2017,3,331
1,401,1066,582,2021,3,220
0,3517,640,860,2019,0,369
0,6115,1663,3542,2019,0,13
1,3481,1066,3337,2021,1,414
0,5242,388,3955,2020,3,32
0,3084,2192,2691,2015,3,314
0,2226,3529,1247,2018,0,1
1,422,1066,1913,2020,3,32
0,6869,1422,2231,2018,3,314
0,4943,2639,766,2019,3,226
1,5734,1066,659,2015,2,373
0,7200,1878,1737,2017,3,226
1,6722,1066,1362,2017,1,131
0,1156,3465,776,2018,3,191
0,3140,2632,2592,2020,3,275
0,6853,3510,3899,2021,3,171
1,3767,1066,2623,2016,3,305
0,6489,646,3304,2016,3,400
1,3358,1066,1915,2019,3,414
0,5093,3373,1409,2015,1,244
0,346,0,0,2021,1,0
0,3185,3095,5589,2018,3,69
1,617,1066,409,2020,3,181
1,5992,1066,5551,2021,3,314
0,6237,1127,1814,2007,3,343
0,3070,4020,2248,2021,3,182
0,3535,620,1362,2020,1,414
0,6034,1179,1535,2006,0,226
0,4464,2470,1362,2017,1,439
0,129,3255,2311,2010,3,86
0,158,2633,980,2020,3,220
0,3597,1757,3715,2011,3,447
1,2225,1066,4833,2019,3,449
0,6417,1684,2045,2017,3,86
0,4543,4037,3868,2015,3,80
0,2478,917,3204,2015,3,220
0,5117,613,3498,2016,3,391
0,848,1426,4765,2012,3,49
0,2082,583,1638,2021,3,182
0,3354,277,3244,2021,3,49
0,3781,1895,3331,2015,3,191
1,6133,1066,1095,2020,3,275
1,116,1066,1362,2019,3,449
0,6524,158,5352,2018,0,314
0,4476,885,3255,2017,3,314
0,2744,4210,1362,2014,1,439
0,405,1348,5476,2020,3,57
0,5431,2266,1362,2017,3,439
1,383,1066,1005,2020,1,275
1,1246,1066,1295,2018,3,275
0,3184,3095,5590,2018,3,54
0,709,4088,1378,2019,3,54
0,1304,367,2759,2021,3,357
0,6748,3634,3764,2021,3,343
1,5124,1066,1362,2017,1,410
0,151,2470,1362,2012,1,439
0,5626,2471,1362,2017,1,429
0,1459,1118,1065,2020,3,275
0,464,2450,1596,2021,3,436
0,6401,2897,247,2019,1,91
0,3611,4242,5653,2014,3,220
0,1995,1467,3333,2021,3,334
1,5589,1066,988,2014,3,439
0,5292,687,5494,2018,3,30
0,6003,3890,5176,2019,1,414
1,1913,1066,5317,2020,2,197
0,5297,1480,1362,2016,1,275
0,2814,1111,1362,2021,3,301
0,330,995,3406,2015,3,305
0,1033,1066,5016,2020,1,414
1,5051,1066,1362,2017,3,220
0,3590,1551,952,2006,0,77
0,4293,1595,3802,2021,3,244
0,768,4030,5361,2019,1,128
1,452,1066,1362,2015,2,284
0,811,3583,4257,2021,3,447
0,5315,620,1362,2019,1,414
1,3085,1066,3700,2017,3,30
0,5860,2977,3401,2017,1,414
0,3719,3556,1593,2013,0,400
0,5946,1253,12,2019,3,49
1,7151,1066,1362,2021,3,449
0,6951,3971,2349,2020,3,49
0,6274,3032,733,2020,3,275
0,4705,1974,2960,2021,3,49
1,6316,1066,5234,2021,3,220
0,978,1066,1362,2011,3,428
0,6860,2687,2921,2011,3,49
1,2818,1066,1808,2018,2,363
1,4845,1066,5068,2020,3,226
0,6916,2590,643,2021,3,314
0,4729,3880,5164,2015,1,49
0,3671,4238,320,2020,3,178
0,3746,2675,2639,2018,3,391
0,2424,3285,3073,2020,3,301
0,4950,972,3563,2013,3,30
1,1182,1066,44,2020,1,414
0,3417,2841,3026,2021,3,191
0,2413,2470,1362,2017,1,439
0,5423,4021,5077,2021,3,49
0,2939,2605,92,2007,0,337
1,5581,1066,4776,2015,3,125
0,2738,1750,1362,2021,3,391
0,5906,227,4591,2014,3,448
1,4623,1066,1362,2021,1,128
1,496,1066,3367,2018,3,446
0,3188,3095,5588,2018,3,69
0,880,1099,2477,2016,3,391
0,456,447,185,2016,3,305
0,1860,2894,1029,2020,3,314
0,7150,3524,2026,2021,3,369
0,2468,1222,5204,2021,3,226
1,6411,1066,1362,2013,3,414
0,1358,4184,1362,2020,1,128
0,4789,2570,4180,2011,3,275
0,6961,3646,2029,2019,3,61
0,877,620,1878,2019,1,414
0,1339,3398,284,2021,3,447
0,7173,2470,412,2016,1,389
0,6385,622,3057,2005,0,275
0,2259,847,4335,2020,3,400
0,6656,3179,1692,2021,3,445
0,173,550,2051,2013,3,391
0,7192,2210,5100,2016,3,447
0,5164,88,144,2019,3,337
0,4690,4036,1362,2016,3,305
0,5652,1225,3967,2017,2,128
1,3894,1066,1362,2017,2,449
0,5799,2666,5516,2021,3,220
1,2398,1066,1362,2016,1,128
1,1575,1066,1653,2009,3,310
0,3356,3235,1336,2018,3,369
0,1375,2600,1509,2020,3,262
1,5766,1066,1362,2019,3,18
0,4326,3711,5129,2018,3,226
0,2606,3599,3991,2017,3,369
0,2636,307,3848,2020,3,453
0,206,833,1713,2016,3,447
0,2527,905,1222,2020,3,314
0,6265,1800,434,2009,0,49
0,317,2363,3235,2020,3,111
0,5097,2227,842,2018,3,226
1,5188,1066,0,2021,3,449
0,6301,416,1362,2007,3,428
0,4395,1274,1679,2021,3,233
0,5984,2456,1520,2020,3,156
0,909,4254,1364,2014,0,154
0,1340,3134,5373,2021,3,343
0,2027,867,865,2011,3,244
0,6986,525,783,2020,3,400
1,4507,1066,1284,2016,3,449
1,7017,1066,1990,2020,3,220
0,4474,3935,1482,2020,3,275
1,1445,1066,5054,2021,3,449
0,3280,850,1371,2012,3,220
0,2897,2854,1911,2019,3,237
0,6346,1550,5574,2018,3,86
0,1430,2694,1856,2021,3,400
0,5921,3901,888,2021,3,447
1,1258,1066,4451,2021,1,128
1,4613,1066,1362,2016,1,128
0,249,3768,4170,2017,3,330
1,120,1066,1362,2019,3,449
0,4031,927,2628,2020,0,6
0,3838,804,1296,2007,3,314
0,584,2447,4788,2014,3,314
0,38,1554,4968,2020,3,400
0,96,1066,3264,2019,1,386
0,5981,271,1259,2020,3,314
0,6453,3121,5202,2021,3,86
0,4658,2607,991,2012,0,391
0,2869,71,1358,2013,3,314
0,5554,3425,4672,2012,1,32
0,4907,229,1924,2015,0,220
1,1116,1066,1362,2021,1,414
0,3879,373,4646,2013,3,249
0,6454,3005,2192,2021,3,369
0,866,1830,4323,2021,3,400
0,5698,1209,3830,2021,3,357
0,2065,2256,4281,2021,3,357
1,5379,1066,5370,2021,3,323
0,4310,620,1362,2018,1,414
0,3279,3154,4235,2021,1,314
1,3963,1066,1362,2014,1,127
0,1310,3820,5496,2019,3,368
0,4520,2401,828,2020,3,314
0,5823,1904,5365,2021,3,400
0,1455,1066,1362,2021,1,414
0,6840,2026,1362,2018,1,428
0,4692,1066,1362,2011,3,428
0,3659,3112,3694,2019,3,49
0,749,18,556,2016,3,182
0,2601,170,711,2021,3,314
0,2198,4004,2896,2011,2,226
0,7147,2347,3201,2020,3,357
0,3370,1416,2370,2017,0,220
0,6740,2265,1055,2018,3,182
0,4805,3831,2698,2019,1,338
0,71,1066,3264,2017,1,386
0,2255,199,1015,2020,3,436
1,5986,1066,1362,2015,3,305
0,4575,3372,5096,2019,3,392
0,7024,3265,1362,2020,1,414
0,1848,465,1504,2017,3,336
0,4735,1688,1362,2009,1,275
0,2149,1388,1362,2011,3,439
0,1332,650,908,2017,3,296
0,5410,948,4382,2020,0,314
0,2383,1724,1790,2012,3,191
0,5483,4153,4983,2020,1,128
0,3914,360,1362,2019,1,128
0,5210,1587,1293,2021,3,0
0,2616,2169,2870,2013,0,447
0,1157,1180,2596,2020,3,391
0,270,1682,5160,2021,3,49
0,1741,1693,2169,2021,3,369
0,6914,2483,1362,2021,3,436
0,3458,1066,3476,2021,1,414
0,6461,1860,3169,2015,2,315
1,497,1066,1362,2020,3,309
0,3448,1531,1362,2019,1,418
0,5971,4163,2357,2020,1,220
0,6517,2470,1362,2017,1,429
1,1578,1066,5568,2016,3,243
0,1979,3498,1519,2013,3,191
0,3292,2754,1362,2020,1,414
0,2846,351,482,2021,3,334
0,491,3047,4048,2013,0,220
0,4224,823,3831,2010,1,418
0,333,1183,370,2016,3,314
1,2911,1066,2727,2018,3,357
0,4413,1611,4122,2021,3,357
0,6885,1273,5493,2016,3,226
0,2339,1531,416,2017,1,128
0,6874,3688,4680,2019,3,360
0,5659,3496,3628,2012,0,226
0,6482,2776,2995,2016,3,400
0,514,3279,4505,2008,3,314
0,7062,3037,5423,2021,3,49
0,2990,3563,999,2020,3,369
1,5562,1066,1362,2016,3,449
0,82,1066,3264,2017,1,386
0,3820,398,569,2019,3,314
0,320,460,421,2009,3,128
0,344,0,0,2021,1,0
0,6824,1047,1362,2019,1,275
1,2441,1066,1362,2016,2,449
0,6016,3041,4462,2018,3,314
0,73,1066,3264,2019,1,386
0,5359,2152,1547,2019,3,66
0,3379,2311,3658,2012,2,226
0,1267,136,3189,2009,2,314
1,3566,1066,4978,2017,2,449
0,728,543,4345,2020,3,67
1,2330,1066,4773,2021,1,449
1,1064,1066,1362,2009,1,128
1,4606,1066,1362,2017,1,128
0,59,1066,3264,2020,1,386
0,3102,1811,2386,2015,3,191
0,7012,3970,825,2008,3,220
1,1327,1066,806,2019,2,434
1,4112,1066,4720,2019,3,305
0,5682,4236,3019,2014,3,49
0,1239,3231,5566,2014,3,86
0,6963,2197,1362,2021,3,436
0,205,1657,4993,2009,3,305
0,2857,1895,5256,2019,3,93
0,6122,1875,3648,2019,0,152
0,570,1255,4177,2021,3,61
0,5711,3461,3199,2019,3,220
0,3872,2598,3512,2020,3,191
1,6871,1066,3947,2018,3,314
0,3128,2414,2539,2009,3,191
1,605,1066,471,2019,2,449
0,7,903,1819,2020,3,276
0,1727,1066,1362,2011,3,428
0,3941,2764,5085,2018,3,412
0,5458,3297,2417,2015,3,220
0,2423,2875,1521,2020,3,93
0,5913,499,4763,2019,0,400
1,186,1066,1362,2016,2,449
0,2162,1027,1362,2018,3,275
0,3363,2417,4159,2021,3,447
1,5250,1066,3024,2021,3,314
0,4371,2156,4403,2021,3,275
0,6075,2735,1264,2021,3,314
1,3119,1066,2441,2020,3,182
0,1211,3611,1362,2021,3,430
0,3072,530,3655,2020,1,275
0,4329,3478,4920,2021,3,430
0,5835,2018,3045,2006,3,0
0,7065,1112,644,2007,2,220
0,5468,532,1609,2016,0,369
1,6972,1066,3371,2019,0,314
0,6956,3983,5517,2014,3,439
1,2427,1066,2466,2012,2,220
0,685,3182,1473,2013,1,430
0,3540,620,1878,2020,1,414
0,6823,3854,1327,2021,3,314
0,5792,4194,2736,2014,3,314
0,2926,1651,3784,2017,0,314
0,1640,1728,2828,2016,3,357
1,6339,1066,761,2006,2,220
0,6532,1588,436,2018,3,447
0,6983,2970,3791,2021,3,369
1,547,1066,1362,2017,3,275
0,6851,3118,4825,2010,3,226
1,5239,1066,2564,2015,1,414
0,5138,2853,3859,2016,3,47
0,335,3779,71,2013,0,226
0,878,65,4269,2016,3,229
0,6419,4158,4220,2017,3,400
0,3741,1073,1016,2018,3,237
0,3377,1572,4893,2020,2,220
0,3101,1799,2375,2020,3,182
0,724,1876,4643,2007,0,369
0,4283,3138,545,2021,1,226
0,3002,1906,1491,2006,2,220
1,2336,1066,2621,2018,3,389
0,5742,3783,4926,2013,1,369
0,2724,713,2185,2011,2,314
0,5552,620,1362,2021,1,414
0,1554,2414,1125,2012,3,191
0,3391,1999,232,2018,3,361
0,7066,2215,51,2018,3,181
0,348,1908,998,2016,3,275
0,4924,1957,3155,2021,3,391
0,3797,3685,1362,2018,3,305
1,2650,1066,241,2018,3,357
1,505,1066,243,2019,3,449
0,1216,1213,2089,2020,3,239
0,3446,886,1362,2019,1,255
0,268,2676,365,2007,3,314
0,1236,513,827,2016,3,191
0,4116,1532,4872,2019,3,275
1,2569,1066,1362,2013,2,305
0,4152,2889,868,2012,3,275
0,3208,4071,4847,2014,3,226
0,2770,2300,57,2021,3,226
0,7207,3485,4174,2021,3,49
1,2766,1066,2235,2020,3,369
0,1722,3657,3708,2021,3,226
1,2100,1066,1074,2012,2,436
1,843,1066,1357,2021,3,220
0,2921,901,3869,2021,3,369
0,2817,84,1362,2017,2,275
1,4549,1066,1362,2015,1,128
0,5887,1737,560,2020,3,61
0,1750,684,1340,2021,3,66
0,6198,3905,5200,2021,3,220
1,4875,1066,318,2018,3,449
0,3688,2787,3758,2021,3,49
0,1164,2545,5122,2016,0,93
1,2246,1066,1174,2016,3,443
0,1638,3344,3671,2021,3,314
1,7131,1066,1362,2010,1,414
1,2565,1066,3852,2016,0,314
0,3547,620,1878,2019,1,414
0,6597,1349,5114,2021,3,430
0,6057,3864,146,2012,3,275
0,1281,262,1973,2017,3,281
0,2456,1839,2063,2016,0,302
1,4883,1066,225,2020,3,451
0,1252,1133,1960,2021,3,49
0,2966,997,3036,2015,3,447
0,5284,1516,455,2020,3,447
1,6145,1066,616,2013,2,439
0,406,3372,2716,2017,1,408
1,3704,1066,4828,2019,3,337
1,6620,1066,2780,2021,1,305
0,3463,620,1362,2019,1,414
0,676,1066,1362,2020,1,128
0,1114,3694,2724,2008,3,270
0,5248,1638,3101,2020,3,314
0,2451,2150,2642,2019,0,374
0,4131,1583,3878,2010,3,260
0,5113,667,3746,2018,3,9
0,6921,3586,4541,2007,3,226
0,6279,3988,3433,2010,3,220
0,1072,3939,5559,2010,3,275
0,1269,2578,801,2017,3,111
0,4524,3546,46,2021,3,391
0,4124,2079,1503,2021,3,314
1,4122,1066,1362,2021,1,128
0,3411,3418,4539,2019,3,34
0,5463,492,2476,2020,3,357
0,2200,1357,4509,2016,0,314
0,1844,1260,5545,2010,3,275
0,175,902,4394,2020,3,308
0,6032,4181,1362,2021,3,314
0,1758,232,1330,2021,3,436
0,2893,1295,2098,2020,3,220
0,5958,2163,1375,2019,2,30
1,1040,1066,1362,2019,2,449
0,4321,620,1362,2018,1,414
0,3977,1643,2176,2021,3,34
0,613,2120,5594,2017,3,357
0,7177,2470,412,2019,1,439
0,2111,473,3387,2020,3,275
1,5445,1066,1362,2014,3,449
0,192,3839,2170,2015,3,61
0,5070,3409,67,2014,2,49
0,485,163,1017,2021,3,262
0,5299,1114,1061,2021,3,391
0,4909,2355,3964,2020,3,447
0,5491,2652,2183,2013,2,165
0,988,206,2014,2021,3,165
0,319,461,2900,2011,1,128
0,4231,2849,3857,2014,3,191
0,4836,1488,4249,2015,0,301
0,2774,2969,4806,2007,3,220
1,4455,1066,2599,2017,1,449
0,1343,1244,4730,2019,3,364
1,6952,1066,4095,2008,3,119
0,6209,3775,2498,2018,3,233
0,5550,2506,1567,2021,3,36
0,11,3963,4774,2019,3,226
0,463,2630,3001,2018,3,437
0,6591,1392,1253,2018,3,369
0,663,1066,1362,2020,1,128
0,6434,1563,249,2009,3,165
0,2245,3725,4362,2020,3,369
0,965,705,1362,2008,2,148
0,5046,1691,1290,2019,3,330
0,3996,311,4502,2015,0,30
0,3644,3622,648,2020,3,220
0,62,1066,3264,2016,1,386
1,752,1066,5608,2020,3,449
0,6462,2645,4086,2013,2,315
1,2263,1066,3021,2014,2,284
0,4154,2889,3578,2012,3,275
0,302,2698,1555,2021,3,364
0,2523,3399,688,2018,3,431
0,2211,1286,3348,2021,3,422
1,7170,1066,1256,2021,3,389
0,1028,3770,1362,2020,1,128
0,1812,3310,1059,2019,3,364
0,2611,1066,1362,2008,3,428
0,2109,3350,1489,2019,3,400
1,754,1066,2953,2016,3,449
0,1436,0,0,2021,1,0
0,381,2806,1845,2020,3,357
0,668,2108,1362,2020,1,128
0,6988,620,1362,2019,1,414
1,1789,1066,2601,2015,1,119
0,6059,703,5473,2021,3,66
0,1766,5,5454,2011,1,226
1,6742,1066,1362,2014,1,127
0,4352,3180,3749,2018,3,54
0,4863,743,1362,2019,1,414
0,6022,4234,1268,2008,0,220
1,3927,1066,1141,2019,3,220
1,1133,1066,280,2018,3,314
0,2873,4159,4909,2021,3,349
0,886,1980,721,2020,3,334
0,3982,4198,1362,2021,3,436
0,2077,3281,298,2015,0,220
0,7011,3970,824,2008,2,220
0,2397,1066,1362,2019,1,128
0,4932,1863,931,2014,3,275
1,6045,1066,5282,2021,0,449
1,5602,1066,1362,2017,3,369
1,5511,1066,1714,2005,3,449
0,3225,3653,4842,2018,1,430
0,4653,1770,147,2020,3,305
1,6452,1066,1362,2018,3,369
1,4324,1066,1362,2018,1,128
0,6204,3838,5080,2021,3,182
0,1334,1265,3015,2012,3,314
0,4236,1845,1362,2021,3,391
1,4616,1066,1362,2020,1,128
0,711,59,345,2014,0,220
0,2163,3031,4700,2005,2,49
1,7201,1066,1897,2011,1,147
1,4118,1066,599,2016,3,439
0,2295,3345,3326,2021,3,364
0,2164,1311,1979,2017,3,314
0,191,2470,412,2020,1,375
0,5206,2644,4997,2006,0,86
1,3389,1066,1362,2017,2,145
